"id","source_id","location_diller","vin","city_fuel","hwy_fuel","make","model","trim","year","body_type","odometer","fuel","condition","driveline","exterior_color","interior_color","engine","engine_size","engine_cylinders","passengers","price","images","transmission","airbags","options","seating_capacities","status","schema_mark","schema_models","schema_vin","schema_year","schema_color_body","schema_body_type","schema_number_doors","schema_transmission","schema_engine_type","schema_price"
"1235","","Auto Quest Group 56 Toro Rd North York, Ontario M3J 2A8","2T3R1RFV4KC055949","9.2L/100Km","7.1L/100Km","Toyota","RAV4","4 Cylinder AWD","2019","","28980","Gas","used","AWD","Blue","Black","4 Cylinder","2.5L","","5","28888","https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-c2bd39c38474a06ce35cd93e97bccd12.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-bdd34bdc97030eedb4ef773cb2364f54.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-826c34543b08d9be44fd301dbe22149c.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-c554cf84658191cc77be977df6c19114.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-b53876cd569c52b8ace9bf705c545478.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-cc387df3455ff1a63bb2e3e06bc2e684.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-72967644606f9f0a00afcd161c5fb878.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-df9c878cc909f25a6f86bad41196dfbe.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-71386653d6fee8f530c9a75382e01c41.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-d54220a6bb57a36d95c49803e57211f1.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-4c36222b4893a127a3156644d9570171.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-f258803df4cd721dbc97bec336baa3bf.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-7ad60c53b806bf4fee5ae5a21e43a562.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-fccdb315f1c9bd73db7f90dbab5bb698.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-97563fe47e2932df3643f70b14eab6d9.jpg","Automatic","","ABS Brakes|Air Conditioning|Alloy Wheels|AM/FM Stereo|Automatic Headlight|Backup Camera|Bluetooth|CD Player|Climate Control|Cloth Interior|Cruise Control|Cup Holder|Daytime Running Lights|Digital Clock|Driver Side Airbag|Dual impact Airbags|Entertainment System|Fog Lights|Heated Exterior Mirrors|Heated Seats|Keyless Entry|Low Tire Pressure Warning|Passenger Airbag|Power Locks|Power Mirrors|Power Steering|Power Windows|Power-Assist Disc Brakes|Rear Window Defroster|Sunroof/Moonroof|Tilt Steering|Tinted Glass|Traction Control|Trip Odometer","5","active","Toyota","RAV4","2T3R1RFV4KC055949","2019","Blue","","4","Automatic","Internal Combustion","28888"
"1246","","Auto Quest Group 56 Toro Rd North York, Ontario M3J 2A8","WDDGF52X78F141232","11.8L/100Km","7.4L/100Km","Mercedes-Benz","C-Class","6 Cylinder RWD","2008","","170490","Gas","used","RWD","White","Black","6 Cylinder","2.5L","","5","49995999","https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-9be9703f3e0cce977b14d9802f33b660.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-a518e5f45f4128179bff90080187d932.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-1ec85c4bec5e4dc3f7f6ecf32ce07346.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-3f5a79bf26f324c60846d4345cee55fe.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-593d9c96fbb835fc788894c49c885d02.jpg","Manual","","ABS Brakes|Air Conditioning|Alloy Wheels|AM/FM Stereo|Automatic Headlight|Center Arm Rest|Climate Control|Cruise Control|Daytime Running Lights|Driver Side Airbag|Dual impact Airbags|Fog Lights|Folding Rear Seat|Heated Exterior Mirrors|Heated Seats|Leather Seats|Leather Steering Wheels|Low Tire Pressure Warning|Passenger Airbag|Power Locks|Power Mirrors|Power Seat|Power Steering|Power Windows|Power-Assist Disc Brakes|Rear Window Defroster|Remote Trunk Release|Side Airbag|Sunroof/Moonroof|Tinted Glass|Traction Control|Trip Odometer","5","active","Mercedes-Benz","C-Class","WDDGF52X78F141232","2008","White","","4","Manual","Internal Combustion","49995999"
"1237","","Auto Quest Group 56 Toro Rd North York, Ontario M3J 2A8","1FMCU9GD3HUC90572","10.7L/100Km","8.3L/100Km","Ford","Escape","4 Cylinder FWD","2017","","126608","Gas","used","FWD","Black","Black","4 Cylinder","1.5L","","5","15900","https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-7c4333901c4fd72e146d58f0ebf2034f.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-75b35031457985afa7c6a75a21629549.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-c80e1587719b593301b06cb958787471.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-5e060d044685d1c6306e4eb3cc157c61.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-a6ce787c4486b1d9726a43025ce43584.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-c03084ebfe4eec8e8ea80f7c8380fc55.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-7a8a395fe17a6e2ea734bc8302dcec32.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-6af817c721b673357d09064f6e992d3d.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-6bf5e4bcf0f9a215b7e6e85e3dd8f3fc.jpg","Automatic","","ABS Brakes|Air Conditioning|Alloy Wheels|AM/FM Stereo|Automatic Headlight|Backup Camera|Bluetooth|CD Player|Child-Safety Locks|Climate Control|Cloth Interior|Cruise Control|Cup Holder|Daytime Running Lights|Digital Clock|Driver Side Airbag|Dual impact Airbags|Electronic  Stability Control|Entertainment System|Fog Lights|Keyless Entry|Low Tire Pressure Warning|Navigation System|Passenger Airbag|Power Locks|Power Mirrors|Power Steering|Power Windows|Premium Audio|Rear Window Defroster|Rear Windows Wiper|Satellite Radio|Side Airbag|Tilt Steering|Tinted Glass|Traction Control|Trip Odometer","5","active","Ford","Escape","1FMCU9GD3HUC90572","2017","Black","","4","Automatic","Internal Combustion","15900"
"1241","","Auto Quest Group 56 Toro Rd North York, Ontario M3J 2A8","5NPE24AF5HH589099","9.4L/100Km","6.7L/100Km","Hyundai","Sonata","4 Cylinder FWD","2017","","76831","Gas","used","FWD","White","Black","4 Cylinder","2.4L","","5","13999","https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-3a4ce154f7c357804b2da7c8e8237b35.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-75699fbedf0aa4cf2542699d20b7bc05.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-e8133efc1be288d9f095399916cdab54.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-33a9bcce0ef888045cdf57f33fcb36c3.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-615b76d503f0a66c8d3604a0c4158828.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-08bb275efb62f9b0fb7c5b646bea3888.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-956c30b96bd0e400df92eac591cb80e8.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-374cf95e6edc12d400f7c0eebdb631a8.jpg","Automatic","","ABS Brakes|Air Conditioning|Alloy Wheels|AM/FM Stereo|Automatic Headlight|Backup Camera|Bluetooth|CD Player|Cruise Control|Cup Holder|Digital Clock|Driver Side Airbag|Entertainment System|Heated Exterior Mirrors|Heated Seats|Keyless Entry|Passenger Airbag|Power Locks|Power Mirrors|Power Steering|Power Windows|Power-Assist Disc Brakes|Rear Window Defroster|Tinted Glass|Traction Control|Trip Odometer","5","active","Hyundai","Sonata","5NPE24AF5HH589099","2017","White","","4","Automatic","Internal Combustion","13999"
"1238","","Auto Quest Group 56 Toro Rd North York, Ontario M3J 2A8","2C4RDGBG0KR584150","13.7L/100Km","9.4L/100Km","Dodge","Grand Caravan","6 Cylinder FWD","2019","","142915","Gas","used","FWD","White","Black","6 Cylinder","3.6L","","","16900","https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-b98c90017db63fff51aacae2ff10ea9a.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-d650e04424d76e943b590d533cb39e92.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-88e4693ae8c32f35cd0d001935f76c03.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-9c20dff84f4e45882584a0584246767d.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-e968a88a96e91048e1b24ef1eb8c7188.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-ecd47c55690bfb787bd4624e80a1a4a3.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-e98bb840658816130b8f148aa4471e09.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-3b5dedaf46f240933f4afaca537e9b3b.jpg","Automatic","","3rd Row Seating|ABS Brakes|Air Conditioning|AM/FM Stereo|CD Player|Cloth Interior|Cruise Control|Daytime Running Lights|Digital Clock|Driver Side Airbag|Dual impact Airbags|Folding Rear Seat|Heated Exterior Mirrors|Low Tire Pressure Warning|Passenger Airbag|Power Locks|Power Mirrors|Power Steering|Power Windows|Rear Window Defroster|Rear Windows Wiper|Side Airbag|Traction Control|Trip Odometer","","active","Dodge","Grand Caravan","2C4RDGBG0KR584150","2019","White","","4","Automatic","Internal Combustion","16900"
"1240","","Auto Quest Group 56 Toro Rd North York, Ontario M3J 2A8","2FMPK4J90JBB76085","11.9L/100Km","8.7L/100Km","Ford","Edge","4 Cylinder AWD","2018","","130445","Gas","used","AWD","White","Black","4 Cylinder","2.0L","","","20995","https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-5d83d3facabe77d2ee663d91b251bc92.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-e261937d38361e5f9a1b6c71385e971e.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-97cf31bd88fd3e205b4d09834ca028d7.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-27580db64ce707bf8a9262e57a6a3671.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-ac217408b3a7828b3dd29f8a44a312c7.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-608386fe1e056e5c19630620f6218c3b.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-ff920d3111306a93b2a14c27768218d1.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-fa4bf4fa2e7fe45c497ee4807050e086.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-84459a68aef5c7a6b2a26cd570794638.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/10/pic-caa53ee2ac9a07ab621a495918e91408.jpg","Automatic","","ABS Brakes|Air Conditioning|Alloy Wheels|AM/FM Stereo|Automatic Headlight|Backup Camera|Bluetooth|CD Player|Center Arm Rest|Climate Control|Cloth Interior|Cruise Control|Cup Holder|Daytime Running Lights|Digital Clock|Driver Side Airbag|Dual impact Airbags|Electronic  Stability Control|Entertainment System|Folding Rear Seat|Heated Exterior Mirrors|Heated Seats|Keyless Entry|Low Tire Pressure Warning|Passenger Airbag|Power Locks|Power Mirrors|Power Seat|Power Steering|Power Windows|Rain Sensor Wipers|Rear Window Defroster|Rear Windows Wiper|Remote Trunk Release|Satellite Radio|Security System|Side Airbag|Tinted Glass|Traction Control|Trip Odometer","","active","Ford","Edge","2FMPK4J90JBB76085","2018","White","","4","Automatic","Internal Combustion","20995"
"1244","","Auto Quest Group 56 Toro Rd North York, Ontario M3J 2A8","2C4RDGBG2DR500722","12.2L/100Km","7.9L/100Km","Dodge","Grand Caravan","6 Cylinder FWD","2013","","80608","Gas","used","FWD","Red","Black","6 Cylinder","3.6L","","","11999","https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-f049b59cb4f6af590701bf254a3063b1.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-83d68e05de433487eb34739c8ca95193.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-4073c119d18058adb867002e2c8b7cd7.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-8f4d57b9ea4d0bb2e28aaf4c17ea9907.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-84887cbfbea0907bcbdac9a10d98af4d.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-cd635e32a3559257a71669a415164b26.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-c78467068ceb4cc8956302ccedaab85f.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-68bf47ad7bb028f1f6defea66b6cb9a2.jpg","Automatic","","3rd Row Seating|ABS Brakes|Air Conditioning|AM/FM Stereo|CD Player|Cloth Interior|Cruise Control|Cup Holder|Daytime Running Lights|Driver Side Airbag|Dual impact Airbags|Folding Rear Seat|Keyless Entry|Low Tire Pressure Warning|Passenger Airbag|Power Locks|Power Mirrors|Power Steering|Power Windows|Rear Windows Wiper|Side Airbag|Tinted Glass|Traction Control|Trip Odometer","","active","Dodge","Grand Caravan","2C4RDGBG2DR500722","2013","Red","","4","Automatic","Internal Combustion","11999"
"1249","","Auto Quest Group 56 Toro Rd North York, Ontario M3J 2A8","3VW2K7AJ9FM294875","10.4L/100Km","7L/100Km","Volkswagen","Jetta Sedan","4 Cylinder FWD","2015","","126691","Gas","used","FWD","White","Black","4 Cylinder","2.0L","","5","9900","https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-4762a5a502c7a2bf34dec0e85abb9bf3.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-af0f0c306db6c10521b102ac387ad210.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-b167765daff8202d5b4f6263bb6db1be.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-2be3705ece62e41bd1e7f13ef3204e5f.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-c611b51e69f825ed598d093268143532.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-9d9cb1cbd524e0b23a03c895b78d1006.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-fe8728a8c32455a5be78b7df9b90e614.jpg","Automatic","","ABS Brakes|Air Conditioning|AM/FM Stereo|Backup Camera|Bluetooth|CD Player|Cruise Control|Cup Holder|Daytime Running Lights|Digital Clock|Driver Side Airbag|Dual impact Airbags|Entertainment System|Heated Seats|Keyless Entry|Passenger Airbag|Power Locks|Power Mirrors|Power Steering|Power Windows|Rear Window Defroster|Remote Trunk Release|Satellite Radio|Tilt Steering|Traction Control|Trip Odometer","5","active","Volkswagen","Jetta Sedan","3VW2K7AJ9FM294875","2015","White","","4","Automatic","Internal Combustion","9900"
"1245","","Auto Quest Group 56 Toro Rd North York, Ontario M3J 2A8","5NPE24AFXGH422087","9.4L/100Km","6.5L/100Km","Hyundai","Sonata","4 Cylinder FWD","2016","","51197","Gas","used","FWD","Black","Black","4 Cylinder","2.4L","","5","15800","https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-45f8ad9416cb9683fa91593bd18604b3.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-8a66c19c52d93f4300558fa0266802c8.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-6b92966a2247fb0878098b258721c3cf.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-7e4c51f1d769e1ce4a1b4b9aab176085.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-9ece10a39c57292d8553fc1b8b5e2d73.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-751509af140c0a9cb5a70f1787efe29b.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-f9d5f5e1d9632b753bfb326e1110da82.jpg","Automatic","","ABS Brakes|Air Conditioning|Alloy Wheels|AM/FM Stereo|Backup Camera|Bluetooth|CD Player|Cruise Control|Cup Holder|Digital Clock|Driver Side Airbag|Entertainment System|Heated Exterior Mirrors|Heated Seats|Keyless Entry|Passenger Airbag|Power Locks|Power Mirrors|Power Windows|Power-Assist Disc Brakes|Rear Window Defroster|Tinted Glass|Traction Control|Trip Odometer","5","active","Hyundai","Sonata","5NPE24AFXGH422087","2016","Black","","4","Automatic","Internal Combustion","15800"
"1247","","Auto Quest Group 56 Toro Rd North York, Ontario M3J 2A8","WAUGVBFR9AA007135","15.1L/100Km","9.4L/100Km","Audi","S5","8 Cylinder AWD","2010","","216705","Gas","used","AWD","Gray","Brown","8 Cylinder","4.2L","","","999910888","https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-1a79c6fab97080e5da3a1e09e34021d7.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-4705b74e01f3dbf0fd6a2ab00fff3382.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-3f6bc1cdc8f85d49147541405b2606ba.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-ae560874b70372599defe4824db62cca.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-32ad46d480a7676f6ed1cea65cca56dc.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-7e5f9bcf69e9f22098e69255596a8cfa.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-e9811d0ec9c30b2d0b75566cce03d62c.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-a7f5bf5b8564cd69bfe9c7ce4a7fdd0c.jpg","Manual","","ABS Brakes|Air Conditioning|Alloy Wheels|AM/FM Stereo|Auto Dimming Mirrors|Automatic Headlight|Bluetooth|CD Player|Climate Control|Cruise Control|Cup Holder|Daytime Running Lights|Driver Side Airbag|Dual impact Airbags|Entertainment System|Fog Lights|Heated Exterior Mirrors|Heated Seats|Keyless Entry|Leather Steering Wheels|Low Tire Pressure Warning|Passenger Airbag|Power Mirrors|Power Seat|Power Windows|Premium Audio|Rear Window Defroster|Remote Trunk Release|Sunroof/Moonroof|Tilt Steering|Tinted Glass|Traction Control|Trip Odometer","","active","Audi","S5","WAUGVBFR9AA007135","2010","Gray","","2","Manual","Internal Combustion","999910888"
"1250","","Auto Quest Group 56 Toro Rd North York, Ontario M3J 2A8","5NPE24AF5HH587904","9.4L/100Km","6.7L/100Km","Hyundai","Sonata","4 Cylinder FWD","2017","","57360","Gas","used","FWD","Silver","Black","4 Cylinder","2.4L","","","15888","https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/03/pic-4f3e5a596eb6ac08ad63068df31dcb86.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/03/pic-7bd2f82f11b434cb8abae35100637031.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/03/pic-a1d9714298c09ae5ab8497a7ec28a28b.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/03/pic-8e01362b65b98dcdd4ed19853cfd2693.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/03/pic-232d790fe17d1643141d0d93b893ae98.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/03/pic-979127522722d03616834afd9a483f16.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/03/pic-9b74e7a9a73391717229d4b0fed0c835.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/03/pic-69ffa10a4091ce52aaf703010c38a8b5.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/03/pic-f8e552448f9420e9095573603a61bf81.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/03/pic-59e6bcc4b7c93f6bcd1da2f236d5049a.jpg","Automatic","","ABS Brakes|Air Conditioning|Alloy Wheels|AM/FM Stereo|Backup Camera|Bluetooth|CD Player|Center Arm Rest|Cruise Control|Cup Holder|Digital Clock|Driver Side Airbag|Dual impact Airbags|Entertainment System|Folding Rear Seat|Heated Exterior Mirrors|Keyless Entry|Passenger Airbag|Power Locks|Power Mirrors|Power Windows|Power-Assist Disc Brakes|Rear Window Defroster|Tilt Steering|Tinted Glass|Traction Control|Trip Odometer","","active","Hyundai","Sonata","5NPE24AF5HH587904","2017","Silver","","4","Automatic","Internal Combustion","15888"
"1258","","Auto Quest Group 56 Toro Rd North York, Ontario M3J 2A8","2T1BURHE4GC633179","7.9L/100Km","6.1L/100Km","Toyota","Corolla","4 Cylinder FWD","2016","","73265","Gas","used","FWD","Black","Black","4 Cylinder","1.8L","","5","16900","https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-317e942fae1914b3c2b27e918a4b3e58.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-3209eb6b3b170242e8eba39f1febd7bf.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-e3c7d09e4a4b6c873b5f5b282e5f3868.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-05d74da680b7db36be9c71cf8c2d1462.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-89b5ac570266e74ff73a78357e506019.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-cde1108868ddc9e7b4bbbfb842f61c23.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-b60d9c39f8b095df1e34e593700a161f.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-1f2c72b9a9ebc98190ff90e4cda7a008.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-8dcd7b07924741be088cb9d2c23532a0.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-6977a40ad6ace0a4a77415689a32c815.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-b9150d4e8f1c742b6ecc57f56284a9fe.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-fd8c7752c043eb677e14ea834a75030c.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-cef9a394a541240ebccb30530d189760.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-5ddc36fb4393ea94bf06201002a9b12f.jpg,https://autobunny-docs.s3.ca-central-1.amazonaws.com/1098/car/forsale/images/2020/09/pic-1f548bc8b887a3feee6f3893cd4fb980.jpg","Automatic","","ABS Brakes|Air Conditioning|AM/FM Stereo|Backup Camera|Bluetooth|CD Player|Cruise Control|Cup Holder|Digital Clock|Driver Side Airbag|Entertainment System|Fog Lights|Heated Exterior Mirrors|Keyless Entry|Navigation System|Passenger Airbag|Power Locks|Power Mirrors|Power-Assist Disc Brakes|Rear Window Defroster|Tinted Glass|Traction Control|Trip Odometer","5","active","Toyota","Corolla","2T1BURHE4GC633179","2016","Black","","4","Automatic","Internal Combustion","16900"
